image_path,label,target_person_id
dataset/test\n000024\0314_01.jpg,genuine,n000024
dataset/test\n000019\0263_01.jpg,genuine,n000019
dataset/test\n000011\0117_01.jpg,genuine,n000011
dataset/test\n000027\0233_01.jpg,genuine,n000027
dataset/test\n000003\0154_01.jpg,genuine,n000003
dataset/test\n000003\0023_03.jpg,genuine,n000003
dataset/test\n000028\0155_01.jpg,impostor,n000004
dataset/test\n000020\0100_01.jpg,impostor,n000008
dataset/test\n000020\0068_01.jpg,genuine,n000020
dataset/test\n000015\0036_01.jpg,genuine,n000015
dataset/test\n000004\0289_04.jpg,impostor,n000015
dataset/test\n000006\0542_01.jpg,impostor,n000014
dataset/test\n000025\0091_01.jpg,genuine,n000025
dataset/test\n000027\0332_01.jpg,genuine,n000027
dataset/test\n000015\0218_02.jpg,genuine,n000015
dataset/test\n000004\0075_02.jpg,genuine,n000004
dataset/test\n000033\0143_01.jpg,genuine,n000033
dataset/test\n000014\0115_01.jpg,impostor,n000016
dataset/test\n000026\0106_01.jpg,genuine,n000026
dataset/test\n000011\0355_02.jpg,genuine,n000011
dataset/test\n000031\0143_01.jpg,genuine,n000031
dataset/test\n000007\0049_01.jpg,genuine,n000007
dataset/test\n000032\0200_01.jpg,impostor,n000007
dataset/test\n000018\0323_01.jpg,genuine,n000018
dataset/test\n000032\0384_01.jpg,genuine,n000032
dataset/test\n000006\0505_01.jpg,genuine,n000006
dataset/test\n000024\0040_01.jpg,genuine,n000024
dataset/test\n000026\0147_01.jpg,genuine,n000026
dataset/test\n000025\0255_01.jpg,genuine,n000025
dataset/test\n000025\0113_01.jpg,impostor,n000016
dataset/test\n000027\0083_01.jpg,genuine,n000027
dataset/test\n000023\0387_02.jpg,impostor,n000002
dataset/test\n000019\0102_04.jpg,impostor,n000030
dataset/test\n000020\0012_01.jpg,genuine,n000020
dataset/test\n000022\0214_02.jpg,genuine,n000022
dataset/test\n000023\0163_01.jpg,impostor,n000018
dataset/test\n000013\0073_01.jpg,impostor,n000018
dataset/test\n000014\0018_01.jpg,impostor,n000007
dataset/test\n000012\0114_01.jpg,genuine,n000012
dataset/test\n000018\0084_01.jpg,genuine,n000018
dataset/test\n000013\0093_01.jpg,genuine,n000013
dataset/test\n000008\0166_02.jpg,impostor,n000012
dataset/test\n000024\0304_01.jpg,genuine,n000024
dataset/test\n000016\0202_01.jpg,impostor,n000020
dataset/test\n000017\0161_01.jpg,impostor,n000033
dataset/test\n000010\0092_01.jpg,genuine,n000010
dataset/test\n000025\0115_02.jpg,genuine,n000025
dataset/test\n000006\0346_01.jpg,impostor,n000018
dataset/test\n000023\0207_05.jpg,impostor,n000031
dataset/test\n000026\0383_01.jpg,genuine,n000026
dataset/test\n000002\0279_01.jpg,impostor,n000031
dataset/test\n000027\0095_01.jpg,genuine,n000027
dataset/test\n000032\0302_01.jpg,genuine,n000032
dataset/test\n000017\0321_01.jpg,genuine,n000017
dataset/test\n000021\0270_01.jpg,genuine,n000021
dataset/test\n000011\0016_01.jpg,genuine,n000011
dataset/test\n000023\0398_02.jpg,genuine,n000023
dataset/test\n000016\0477_02.jpg,impostor,n000030
dataset/test\n000032\0014_01.jpg,genuine,n000032
dataset/test\n000004\0425_02.jpg,genuine,n000004
dataset/test\n000022\0276_01.jpg,impostor,n000021
dataset/test\n000014\0112_01.jpg,impostor,n000013
dataset/test\n000022\0143_01.jpg,genuine,n000022
dataset/test\n000032\0330_01.jpg,genuine,n000032
dataset/test\n000033\0163_03.jpg,impostor,n000020
dataset/test\n000025\0302_01.jpg,impostor,n000017
dataset/test\n000020\0014_01.jpg,genuine,n000020
dataset/test\n000026\0372_05.jpg,genuine,n000026
dataset/test\n000014\0150_01.jpg,genuine,n000014
dataset/test\n000006\0094_01.jpg,impostor,n000012
dataset/test\n000018\0108_01.jpg,genuine,n000018
dataset/test\n000027\0021_01.jpg,genuine,n000027
dataset/test\n000027\0115_01.jpg,impostor,n000030
dataset/test\n000018\0089_01.jpg,genuine,n000018
dataset/test\n000033\0085_01.jpg,genuine,n000033
dataset/test\n000018\0069_01.jpg,impostor,n000023
dataset/test\n000022\0259_01.jpg,genuine,n000022
dataset/test\n000021\0281_04.jpg,genuine,n000021
dataset/test\n000032\0050_01.jpg,genuine,n000032
dataset/test\n000008\0241_01.jpg,genuine,n000008
dataset/test\n000012\0252_01.jpg,impostor,n000033
dataset/test\n000019\0014_01.jpg,genuine,n000019
dataset/test\n000020\0060_01.jpg,impostor,n000024
dataset/test\n000033\0256_05.jpg,impostor,n000010
dataset/test\n000006\0362_01.jpg,impostor,n000007
dataset/test\n000022\0259_01.jpg,impostor,n000007
dataset/test\n000014\0187_01.jpg,genuine,n000014
dataset/test\n000032\0067_02.jpg,impostor,n000004
dataset/test\n000030\0218_02.jpg,genuine,n000030
dataset/test\n000022\0420_01.jpg,impostor,n000002
dataset/test\n000017\0051_03.jpg,genuine,n000017
dataset/test\n000002\0166_01.jpg,impostor,n000032
dataset/test\n000028\0007_01.jpg,impostor,n000024
dataset/test\n000012\0275_01.jpg,genuine,n000012
dataset/test\n000004\0420_01.jpg,impostor,n000005
dataset/test\n000019\0025_02.jpg,genuine,n000019
dataset/test\n000015\0172_07.jpg,impostor,n000033
dataset/test\n000019\0017_02.jpg,genuine,n000019
dataset/test\n000023\0180_01.jpg,impostor,n000019
dataset/test\n000004\0103_02.jpg,genuine,n000004
dataset/test\n000004\0178_01.jpg,genuine,n000004
dataset/test\n000025\0099_02.jpg,impostor,n000023
dataset/test\n000033\0145_01.jpg,impostor,n000013
dataset/test\n000016\0301_01.jpg,genuine,n000016
dataset/test\n000012\0226_01.jpg,impostor,n000005
dataset/test\n000024\0014_01.jpg,impostor,n000020
dataset/test\n000028\0007_01.jpg,genuine,n000028
dataset/test\n000019\0024_01.jpg,genuine,n000019
dataset/test\n000011\0109_01.jpg,impostor,n000012
dataset/test\n000008\0122_01.jpg,impostor,n000006
dataset/test\n000030\0053_01.jpg,genuine,n000030
dataset/test\n000030\0050_01.jpg,impostor,n000023
dataset/test\n000028\0055_01.jpg,impostor,n000031
dataset/test\n000006\0223_01.jpg,genuine,n000006
dataset/test\n000012\0108_01.jpg,genuine,n000012
dataset/test\n000004\0272_01.jpg,impostor,n000020
dataset/test\n000032\0350_01.jpg,impostor,n000027
dataset/test\n000002\0129_01.jpg,genuine,n000002
dataset/test\n000011\0358_01.jpg,genuine,n000011
dataset/test\n000017\0133_01.jpg,genuine,n000017
dataset/test\n000008\0196_01.jpg,impostor,n000023
dataset/test\n000011\0045_01.jpg,impostor,n000027
dataset/test\n000005\0075_01.jpg,impostor,n000004
dataset/test\n000021\0090_01.jpg,impostor,n000032
dataset/test\n000016\0331_01.jpg,impostor,n000010
dataset/test\n000003\0021_01.jpg,impostor,n000022
dataset/test\n000031\0180_01.jpg,genuine,n000031
dataset/test\n000028\0072_01.jpg,genuine,n000028
dataset/test\n000014\0098_01.jpg,impostor,n000004
dataset/test\n000033\0099_01.jpg,genuine,n000033
dataset/test\n000013\0014_01.jpg,genuine,n000013
dataset/test\n000012\0101_02.jpg,impostor,n000015
dataset/test\n000032\0218_01.jpg,genuine,n000032
dataset/test\n000007\0058_02.jpg,impostor,n000011
dataset/test\n000019\0288_01.jpg,impostor,n000008
dataset/test\n000006\0528_01.jpg,impostor,n000026
dataset/test\n000011\0033_01.jpg,genuine,n000011
dataset/test\n000020\0305_01.jpg,impostor,n000012
dataset/test\n000011\0096_01.jpg,genuine,n000011
dataset/test\n000016\0082_01.jpg,impostor,n000013
dataset/test\n000013\0051_01.jpg,impostor,n000024
dataset/test\n000028\0023_01.jpg,impostor,n000019
dataset/test\n000012\0243_01.jpg,genuine,n000012
dataset/test\n000013\0012_01.jpg,impostor,n000015
dataset/test\n000005\0159_01.jpg,impostor,n000031
dataset/test\n000002\0202_02.jpg,impostor,n000006
dataset/test\n000014\0117_01.jpg,impostor,n000015
dataset/test\n000025\0112_01.jpg,impostor,n000032
dataset/test\n000008\0236_01.jpg,genuine,n000008
dataset/test\n000031\0265_01.jpg,genuine,n000031
dataset/test\n000023\0348_01.jpg,impostor,n000024
dataset/test\n000025\0176_01.jpg,impostor,n000016
dataset/test\n000015\0060_01.jpg,impostor,n000010
dataset/test\n000025\0181_01.jpg,genuine,n000025
dataset/test\n000019\0267_01.jpg,genuine,n000019
dataset/test\n000010\0058_01.jpg,genuine,n000010
dataset/test\n000024\0335_01.jpg,genuine,n000024
dataset/test\n000019\0092_01.jpg,impostor,n000012
dataset/test\n000018\0212_01.jpg,impostor,n000022
dataset/test\n000013\0131_02.jpg,impostor,n000023
dataset/test\n000011\0096_01.jpg,impostor,n000005
dataset/test\n000026\0332_01.jpg,genuine,n000026
dataset/test\n000014\0075_01.jpg,genuine,n000014
dataset/test\n000006\0197_01.jpg,impostor,n000026
dataset/test\n000016\0064_01.jpg,impostor,n000018
dataset/test\n000008\0091_01.jpg,genuine,n000008
dataset/test\n000018\0088_01.jpg,impostor,n000006
dataset/test\n000005\0027_01.jpg,genuine,n000005
dataset/test\n000010\0046_01.jpg,genuine,n000010
dataset/test\n000016\0137_01.jpg,genuine,n000016
dataset/test\n000024\0183_02.jpg,impostor,n000012
dataset/test\n000024\0138_01.jpg,impostor,n000023
dataset/test\n000013\0115_01.jpg,impostor,n000018
dataset/test\n000032\0357_01.jpg,genuine,n000032
dataset/test\n000014\0099_01.jpg,genuine,n000014
dataset/test\n000016\0053_01.jpg,impostor,n000019
dataset/test\n000026\0149_01.jpg,genuine,n000026
dataset/test\n000032\0209_01.jpg,genuine,n000032
dataset/test\n000030\0040_01.jpg,impostor,n000002
dataset/test\n000026\0299_01.jpg,impostor,n000007
dataset/test\n000021\0144_03.jpg,impostor,n000027
dataset/test\n000022\0385_01.jpg,genuine,n000022
dataset/test\n000004\0213_01.jpg,impostor,n000014
dataset/test\n000015\0084_01.jpg,impostor,n000027
dataset/test\n000022\0275_01.jpg,impostor,n000003
dataset/test\n000032\0071_01.jpg,impostor,n000022
dataset/test\n000012\0267_01.jpg,genuine,n000012
dataset/test\n000025\0181_01.jpg,impostor,n000015
dataset/test\n000019\0298_01.jpg,genuine,n000019
dataset/test\n000033\0016_02.jpg,genuine,n000033
dataset/test\n000004\0079_01.jpg,impostor,n000032
dataset/test\n000013\0106_01.jpg,genuine,n000013
dataset/test\n000033\0113_03.jpg,impostor,n000013
dataset/test\n000032\0217_01.jpg,impostor,n000006
dataset/test\n000027\0165_01.jpg,impostor,n000022
dataset/test\n000007\0008_01.jpg,impostor,n000010
dataset/test\n000005\0215_01.jpg,genuine,n000005
dataset/test\n000015\0112_01.jpg,impostor,n000032
dataset/test\n000019\0394_01.jpg,impostor,n000012
dataset/test\n000015\0134_01.jpg,genuine,n000015
dataset/test\n000021\0057_01.jpg,impostor,n000007
dataset/test\n000021\0093_01.jpg,impostor,n000002
dataset/test\n000025\0303_01.jpg,genuine,n000025
dataset/test\n000005\0207_01.jpg,genuine,n000005
dataset/test\n000024\0015_06.jpg,impostor,n000007
dataset/test\n000006\0302_01.jpg,genuine,n000006
dataset/test\n000005\0121_01.jpg,impostor,n000016
dataset/test\n000030\0007_01.jpg,genuine,n000030
dataset/test\n000020\0153_01.jpg,impostor,n000033
dataset/test\n000028\0397_02.jpg,genuine,n000028
dataset/test\n000031\0233_01.jpg,impostor,n000007
dataset/test\n000005\0124_01.jpg,genuine,n000005
dataset/test\n000010\0046_01.jpg,impostor,n000021
dataset/test\n000015\0093_01.jpg,impostor,n000016
dataset/test\n000023\0357_01.jpg,genuine,n000023
dataset/test\n000015\0024_01.jpg,genuine,n000015
dataset/test\n000002\0178_02.jpg,genuine,n000002
dataset/test\n000012\0072_01.jpg,genuine,n000012
dataset/test\n000006\0544_02.jpg,impostor,n000005
dataset/test\n000021\0114_01.jpg,genuine,n000021
dataset/test\n000006\0386_04.jpg,impostor,n000013
dataset/test\n000010\0060_01.jpg,impostor,n000027
dataset/test\n000010\0007_01.jpg,genuine,n000010
dataset/test\n000011\0070_03.jpg,genuine,n000011
dataset/test\n000026\0022_01.jpg,impostor,n000025
dataset/test\n000013\0114_02.jpg,impostor,n000026
dataset/test\n000025\0164_01.jpg,genuine,n000025
dataset/test\n000006\0154_01.jpg,genuine,n000006
dataset/test\n000006\0548_03.jpg,impostor,n000016
dataset/test\n000018\0024_01.jpg,genuine,n000018
dataset/test\n000019\0044_02.jpg,impostor,n000024
dataset/test\n000013\0171_01.jpg,genuine,n000013
dataset/test\n000019\0366_01.jpg,genuine,n000019
dataset/test\n000006\0325_01.jpg,genuine,n000006
dataset/test\n000023\0217_01.jpg,genuine,n000023
dataset/test\n000017\0134_01.jpg,genuine,n000017
dataset/test\n000026\0258_01.jpg,genuine,n000026
dataset/test\n000005\0145_01.jpg,impostor,n000030
dataset/test\n000006\0229_01.jpg,genuine,n000006
dataset/test\n000030\0165_02.jpg,impostor,n000007
dataset/test\n000016\0256_01.jpg,impostor,n000012
dataset/test\n000003\0177_02.jpg,impostor,n000022
dataset/test\n000015\0025_01.jpg,genuine,n000015
dataset/test\n000019\0180_01.jpg,impostor,n000013
dataset/test\n000008\0347_01.jpg,genuine,n000008
dataset/test\n000013\0135_01.jpg,impostor,n000030
dataset/test\n000013\0181_02.jpg,impostor,n000016
dataset/test\n000017\0149_01.jpg,genuine,n000017
dataset/test\n000004\0293_01.jpg,impostor,n000025
dataset/test\n000005\0167_02.jpg,impostor,n000021
dataset/test\n000013\0333_01.jpg,genuine,n000013
dataset/test\n000014\0201_01.jpg,genuine,n000014
dataset/test\n000017\0114_01.jpg,impostor,n000008
dataset/test\n000011\0100_01.jpg,genuine,n000011
dataset/test\n000011\0197_01.jpg,impostor,n000008
dataset/test\n000024\0234_01.jpg,genuine,n000024
dataset/test\n000020\0214_01.jpg,genuine,n000020
dataset/test\n000012\0082_02.jpg,impostor,n000024
dataset/test\n000031\0019_01.jpg,impostor,n000010
dataset/test\n000023\0404_01.jpg,genuine,n000023
dataset/test\n000027\0092_01.jpg,genuine,n000027
dataset/test\n000032\0105_01.jpg,impostor,n000021
dataset/test\n000033\0186_02.jpg,impostor,n000008
dataset/test\n000030\0048_01.jpg,impostor,n000005
dataset/test\n000023\0215_02.jpg,impostor,n000011
dataset/test\n000005\0092_01.jpg,impostor,n000017
dataset/test\n000004\0419_01.jpg,impostor,n000023
dataset/test\n000006\0101_01.jpg,impostor,n000018
dataset/test\n000004\0342_01.jpg,impostor,n000017
dataset/test\n000004\0014_01.jpg,impostor,n000026
dataset/test\n000011\0387_01.jpg,genuine,n000011
dataset/test\n000022\0393_01.jpg,impostor,n000018
dataset/test\n000006\0107_01.jpg,impostor,n000012
dataset/test\n000007\0027_01.jpg,genuine,n000007
dataset/test\n000005\0052_01.jpg,genuine,n000005
dataset/test\n000017\0336_01.jpg,genuine,n000017
dataset/test\n000020\0475_01.jpg,impostor,n000011
dataset/test\n000019\0103_01.jpg,genuine,n000019
dataset/test\n000016\0084_01.jpg,impostor,n000022
dataset/test\n000004\0106_01.jpg,impostor,n000021
dataset/test\n000022\0319_01.jpg,impostor,n000020
dataset/test\n000006\0332_01.jpg,genuine,n000006
dataset/test\n000027\0117_01.jpg,genuine,n000027
dataset/test\n000011\0012_01.jpg,genuine,n000011
dataset/test\n000025\0036_01.jpg,genuine,n000025
dataset/test\n000004\0298_01.jpg,genuine,n000004
dataset/test\n000020\0140_01.jpg,genuine,n000020
dataset/test\n000027\0332_01.jpg,impostor,n000024
dataset/test\n000021\0067_01.jpg,genuine,n000021
dataset/test\n000004\0180_01.jpg,impostor,n000011
dataset/test\n000019\0037_01.jpg,impostor,n000007
dataset/test\n000021\0016_01.jpg,impostor,n000019
dataset/test\n000022\0288_01.jpg,genuine,n000022
dataset/test\n000014\0278_01.jpg,impostor,n000020
dataset/test\n000016\0314_01.jpg,impostor,n000024
dataset/test\n000016\0277_01.jpg,genuine,n000016
dataset/test\n000032\0094_01.jpg,impostor,n000024
dataset/test\n000022\0261_01.jpg,impostor,n000032
dataset/test\n000023\0191_01.jpg,genuine,n000023
dataset/test\n000032\0082_01.jpg,impostor,n000006
dataset/test\n000031\0045_01.jpg,impostor,n000018
dataset/test\n000023\0182_01.jpg,genuine,n000023
dataset/test\n000008\0188_01.jpg,impostor,n000021
dataset/test\n000022\0412_01.jpg,genuine,n000022
dataset/test\n000013\0226_01.jpg,genuine,n000013
dataset/test\n000024\0469_01.jpg,impostor,n000002
dataset/test\n000026\0320_01.jpg,impostor,n000011
dataset/test\n000022\0379_01.jpg,genuine,n000022
dataset/test\n000016\0394_01.jpg,impostor,n000032
dataset/test\n000017\0017_01.jpg,impostor,n000018
dataset/test\n000015\0012_01.jpg,genuine,n000015
dataset/test\n000016\0234_01.jpg,impostor,n000020
dataset/test\n000025\0017_01.jpg,genuine,n000025
dataset/test\n000017\0234_01.jpg,impostor,n000014
dataset/test\n000019\0188_01.jpg,genuine,n000019
dataset/test\n000008\0236_01.jpg,impostor,n000011
dataset/test\n000022\0017_01.jpg,genuine,n000022
dataset/test\n000023\0213_01.jpg,genuine,n000023
dataset/test\n000018\0134_01.jpg,genuine,n000018
dataset/test\n000021\0073_03.jpg,genuine,n000021
dataset/test\n000024\0335_01.jpg,impostor,n000002
dataset/test\n000025\0167_08.jpg,genuine,n000025
dataset/test\n000006\0526_01.jpg,impostor,n000008
dataset/test\n000019\0257_01.jpg,genuine,n000019
dataset/test\n000027\0421_01.jpg,impostor,n000026
dataset/test\n000030\0303_01.jpg,impostor,n000013
dataset/test\n000019\0263_01.jpg,impostor,n000018
dataset/test\n000023\0140_01.jpg,genuine,n000023
dataset/test\n000020\0288_01.jpg,impostor,n000004
dataset/test\n000028\0041_05.jpg,impostor,n000013
dataset/test\n000016\0394_01.jpg,genuine,n000016
dataset/test\n000019\0148_01.jpg,impostor,n000011
dataset/test\n000020\0281_01.jpg,genuine,n000020
dataset/test\n000011\0104_01.jpg,genuine,n000011
dataset/test\n000032\0163_01.jpg,genuine,n000032
dataset/test\n000030\0231_03.jpg,impostor,n000019
dataset/test\n000023\0331_01.jpg,genuine,n000023
dataset/test\n000011\0232_01.jpg,genuine,n000011
dataset/test\n000012\0295_01.jpg,genuine,n000012
dataset/test\n000026\0044_01.jpg,genuine,n000026
dataset/test\n000005\0207_01.jpg,impostor,n000014
dataset/test\n000012\0152_04.jpg,genuine,n000012
dataset/test\n000033\0177_02.jpg,genuine,n000033
dataset/test\n000020\0101_01.jpg,impostor,n000031
dataset/test\n000004\0250_01.jpg,impostor,n000012
dataset/test\n000024\0049_01.jpg,impostor,n000006
dataset/test\n000027\0117_01.jpg,impostor,n000028
dataset/test\n000007\0191_01.jpg,genuine,n000007
dataset/test\n000030\0051_01.jpg,genuine,n000030
dataset/test\n000006\0329_01.jpg,genuine,n000006
dataset/test\n000032\0307_01.jpg,impostor,n000026
dataset/test\n000027\0275_01.jpg,impostor,n000006
dataset/test\n000006\0398_01.jpg,impostor,n000019
dataset/test\n000020\0363_01.jpg,genuine,n000020
dataset/test\n000006\0538_01.jpg,genuine,n000006
dataset/test\n000004\0258_01.jpg,genuine,n000004
dataset/test\n000016\0029_01.jpg,genuine,n000016
dataset/test\n000010\0060_01.jpg,genuine,n000010
dataset/test\n000019\0289_01.jpg,genuine,n000019
dataset/test\n000004\0016_01.jpg,genuine,n000004
dataset/test\n000023\0358_01.jpg,genuine,n000023
dataset/test\n000020\0475_01.jpg,genuine,n000020
dataset/test\n000008\0032_01.jpg,impostor,n000018
dataset/test\n000027\0023_01.jpg,genuine,n000027
dataset/test\n000004\0013_01.jpg,genuine,n000004
dataset/test\n000016\0487_01.jpg,genuine,n000016
dataset/test\n000028\0208_02.jpg,impostor,n000002
dataset/test\n000031\0165_01.jpg,impostor,n000022
dataset/test\n000014\0114_01.jpg,genuine,n000014
dataset/test\n000007\0013_01.jpg,impostor,n000003
dataset/test\n000016\0392_02.jpg,genuine,n000016
dataset/test\n000032\0065_01.jpg,genuine,n000032
dataset/test\n000011\0300_01.jpg,impostor,n000010
dataset/test\n000006\0072_01.jpg,genuine,n000006
dataset/test\n000024\0458_01.jpg,impostor,n000026
dataset/test\n000004\0106_01.jpg,genuine,n000004
dataset/test\n000026\0408_02.jpg,genuine,n000026
dataset/test\n000028\0070_01.jpg,impostor,n000014
dataset/test\n000002\0016_01.jpg,genuine,n000002
dataset/test\n000024\0183_02.jpg,genuine,n000024
dataset/test\n000026\0171_01.jpg,genuine,n000026
dataset/test\n000005\0096_01.jpg,genuine,n000005
dataset/test\n000020\0373_01.jpg,genuine,n000020
dataset/test\n000015\0049_01.jpg,impostor,n000022
dataset/test\n000031\0023_01.jpg,genuine,n000031
dataset/test\n000018\0047_01.jpg,genuine,n000018
dataset/test\n000022\0301_02.jpg,impostor,n000013
dataset/test\n000012\0032_02.jpg,impostor,n000018
dataset/test\n000006\0295_02.jpg,impostor,n000017
dataset/test\n000004\0042_01.jpg,impostor,n000031
dataset/test\n000003\0143_01.jpg,impostor,n000013
dataset/test\n000006\0515_01.jpg,genuine,n000006
